product_code,product_name,category1,category2,description,image1,image2,image3,image4,image5,imageUrl6,imageUrl7,imageUrl8,imageUrl9,imageUrl10,video,availability,pageUrl,scrape_date,supplier
PLUM BAR CHAIR,PLUM BAR CHAIR,upholstery,Bar & Counter Stools,,https://www.brabbu.com/resources/images/products/238/gallery/01.jpg,https://www.brabbu.com/resources/images/products/238/gallery/03.jpg,https://www.brabbu.com/resources/images/products/238/gallery/04.jpg,https://www.brabbu.com/resources/images/products/238/gallery/05.jpg,https://www.brabbu.com/resources/images/products/238/gallery/06.jpg,https://www.brabbu.com/resources/images/products/238/gallery/07.jpg,https://www.brabbu.com/resources/images/products/238/gallery/08.jpg,https://www.brabbu.com/resources/images/products/238/gallery/09.jpg,https://www.brabbu.com/resources/images/products/238/gallery/10.jpg,https://www.brabbu.com/resources/images/products/238/gallery/01.jpg,https://www.youtube.com/embed/fkz6-yCbrmQ?showinfo=0,IN STOCK,https://www.brabbu.com/home/product/upholstery/plum/bar-chair,20/04/2023,brabbu
TELLUS BAR CHAIR,TELLUS BAR CHAIR,upholstery,Bar & Counter Stools,"
				<p>







Tellus was the goddess of the Earth in Roman Mythology, the ancestral mother of all life. Embodying the fierceness and power of this deity, the TELLUS Bar Chair came to life, upholstered in green velvet, with black lacquered matte legs and bronze renaissance nail trim. This modern velvet bar chair is perfect for residential or contract projects. Its elegant design makes the TELLUS Bar Chair the ideal choice for any modern setting.







<br></p>			",https://www.brabbu.com/resources/images/products/761/gallery/1_540x505.jpg,https://www.brabbu.com/resources//images/products/761/gallery/previews/2_167x93.jpg,https://www.brabbu.com/resources//images/products/761/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/761/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/761/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/761/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/761/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/761/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/761/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/761/gallery/previews/3_167x93.jpg,,,https://www.brabbu.com/product/upholstery/tellus/bar-chair/,20/04/2023,brabbu
BOURBON COUNTER STOOL,BOURBON COUNTER STOOL,upholstery,Bar & Counter Stools,,https://www.brabbu.com/resources/images/products/223/gallery/07.jpg,https://www.brabbu.com/resources/images/products/223/gallery/01.jpg,https://www.brabbu.com/resources/images/products/223/gallery/03.jpg,https://www.brabbu.com/resources/images/products/223/gallery/04.jpg,https://www.brabbu.com/resources/images/products/223/gallery/05.jpg,https://www.brabbu.com/resources/images/products/223/gallery/06.jpg,https://www.brabbu.com/resources/images/products/223/gallery/07.jpg,https://www.brabbu.com/resources/images/products/223/gallery/BOURBON%20Counter%20Stool.jpg,https://www.brabbu.com/resources/images/products/223/gallery/bourbon%20countet.jpg,https://www.brabbu.com/resources/images/products/223/gallery/bourbon%20counter-min.jpg,https://www.youtube.com/embed/fkz6-yCbrmQ?showinfo=0,IN STOCK,https://www.brabbu.com/home/product/upholstery/bourbon/counter-stool,20/04/2023,brabbu
BOURBON II COUNTER STOOL,BOURBON II COUNTER STOOL,upholstery,Bar & Counter Stools,"
				<p>





With origins in France, the House of Bourbon was a dynasty known for its class and luxury. BOURBON Swivel Counter Stool embodies this opulence through its button-tufted inner back, rich cotton velvet and legs in ash with walnut stain matte varnish. This velvet swivel counter chair with a back makes up any refined ambience.



<br></p>			",https://www.brabbu.com/resources/images/products/740/gallery/540x505_1.jpg,https://www.brabbu.com/resources//images/products/740/gallery/previews/167x93_2.jpg,https://www.brabbu.com/resources//images/products/740/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/740/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/740/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/740/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/740/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/740/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/740/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/740/gallery/previews/167x93_3.jpg,,In Stock,https://www.brabbu.com/product/upholstery/bourbon-ii/counter-stool/,20/04/2023,brabbu
CAYO COUNTER STOOL,CAYO COUNTER STOOL,upholstery,Bar & Counter Stools,"



The Cuban Cayo Island is a nature’s wonder with beautiful landscapes and an impressive green sea. This beautiful scenario inspired the design of the CAYO Counter Stool. This velvet counter stool features legs in ebony wood veneer glossy with glossy aged brass finishes. This high back counter stool will bring elegance and timelessness into any modern kitchen decor.



<br>",https://www.brabbu.com/resources/images/products/625/gallery/3_800x500.jpg,https://www.brabbu.com/resources/images/products/625/gallery/1_800x500.jpg,https://www.brabbu.com/resources/images/products/625/gallery/2_800x500.jpg,https://www.brabbu.com/resources/images/products/625/gallery/3_800x500.jpg,https://www.brabbu.com/resources/images/products/625/gallery/4_800x500.jpg,https://www.brabbu.com/resources/images/products/625/gallery/5_800x500.jpg,https://www.brabbu.com/resources/images/products/625/gallery/6_800x500.jpg,,,,https://www.youtube.com/embed/E6pzbsPdQOs?showinfo=0,IN STOCK,https://www.brabbu.com/home/product/upholstery/cayo/counter-stool,20/04/2023,brabbu
DALYAN COUNTER STOOL,DALYAN COUNTER STOOL,upholstery,Bar & Counter Stools,"



Cleopatra was a fierce woman in our history. She was a force to be reckoned with and always had poise and elegance. The DALYAN Counter Stool upholstered in black synthetic leather was inspired by Cleopatra. With legs in glossy black lacquered and glossy aged brass details, this black leather counter high stool exudes class and elegance. It is the perfect seating solution for an impressive modern classic kitchen decor.



<br>",https://www.brabbu.com/resources/images/products/225/gallery/1_800x500.jpg,https://www.brabbu.com/resources/images/products/225/gallery/2_800x500.jpg,https://www.brabbu.com/resources/images/products/225/gallery/3_800x500.jpg,https://www.brabbu.com/resources/images/products/225/gallery/4_800x500.jpg,,,,,,,https://www.youtube.com/embed/E6pzbsPdQOs?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,https://www.brabbu.com/home/product/upholstery/dalyan/counter-stool,20/04/2023,brabbu
DALYAN II COUNTER STOOL,DALYAN II COUNTER STOOL,upholstery,Bar & Counter Stools,"
				<p>



Cleopatra was a fierce woman in our history. She was a force to be reckoned with and always had poise and elegance. The DALYAN Swivel Counter Stool exudes her class and elegance. This grey velvet upholstered swivel counter chair with the back is the balance between femininity and neutral colours. The DALYAN Swivel Counter Stool brings beauty into any home decor, giving the final touch to every project.



<br></p>			",https://www.brabbu.com/resources/images/products/746/gallery/540x505_2.jpg,https://www.brabbu.com/resources//images/products/746/gallery/previews/167x93_1.jpg,https://www.brabbu.com/resources//images/products/746/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/746/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/746/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/746/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/746/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/746/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/746/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/746/gallery/previews/167x93_3.jpg,,,https://www.brabbu.com/product/upholstery/dalyan-ii/counter-stool/,20/04/2023,brabbu
DUKONO COUNTER STOOL,DUKONO COUNTER STOOL,upholstery,Bar & Counter Stools,"
				<p>



























As one of Indonesia’s most active volcanoes, Dukono embodies an unpredictable strength. Just like DUKONO Counter Stool, upholstered in velvet, with legs in black lacquer matte and brushed aged brass details. Place it in modern home decor and watch this velvet counter stool fill the room with its strong attitude.
































<br></p>			",https://www.brabbu.com/resources/images/products/758/gallery/1_540x505.jpg,https://www.brabbu.com/resources//images/products/758/gallery/previews/2_167x93.jpg,https://www.brabbu.com/resources//images/products/758/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/758/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/758/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/758/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/758/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/758/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/758/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/758/gallery/previews/3_167x93.jpg,,In Stock,https://www.brabbu.com/product/upholstery/dukono/counter-stool/,20/04/2023,brabbu
IBIS COUNTER STOOL,IBIS COUNTER STOOL,upholstery,Bar & Counter Stools,,https://www.brabbu.com/resources/images/products/276/gallery/1.jpg,,,,,,,,,,https://www.youtube.com/embed/E6pzbsPdQOs?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,https://www.brabbu.com/home/product/upholstery/ibis/counter-stool,20/04/2023,brabbu
KANSAS II COUNTER STOOL,KANSAS II COUNTER STOOL,upholstery,Bar & Counter Stools,"
				<p>





Each Spring, from 1866 to 1885, Cowboys rode from Texas to the railheads in Kansas. KANSAS Swivel Counter Stool is a tribute to their courage. This button-tufted back chair is upholstered in synthetic leather and has a brushed aged brass matte swivel base. This high back leather swivel counter stool will be the perfect addition to your modern home project.




<br></p>			",https://www.brabbu.com/resources/images/products/747/gallery/540x505_1.jpg,https://www.brabbu.com/resources//images/products/747/gallery/previews/167x93_2.jpg,https://www.brabbu.com/resources//images/products/747/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/747/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/747/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/747/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/747/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/747/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/747/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/747/gallery/previews/167x93_3.jpg,,,https://www.brabbu.com/product/upholstery/kansas-ii/counter-stool/,20/04/2023,brabbu
KAROO COUNTER STOOL,KAROO COUNTER STOOL,upholstery,Bar & Counter Stools,"
				<p>





A semi-desert area in South Africa was the perfect environment to be the inspiration behind KAROO Counter Stool. With a unique chair design, fully upholstered in cotton satin and legs in ash with walnut stain matte varnish, this satin counter stool is sure to impress, whether in a home bar or kitchen stool chair.




<br></p>			",https://www.brabbu.com/resources/images/products/229/gallery/PRESS-540X505-1.jpg,https://www.brabbu.com/resources//images/products/229/gallery/previews/167x93_thumbnail%20pag%20produto-6.jpg,https://www.brabbu.com/resources//images/products/229/gallery/previews/167x93_thumbnail%20pag%20produto-3.jpg,https://www.brabbu.com/resources//images/products/229/gallery/previews/167x93_thumbnail%20pag%20produto-3.jpg,https://www.brabbu.com/resources//images/products/229/gallery/previews/167x93_thumbnail%20pag%20produto-3.jpg,https://www.brabbu.com/resources//images/products/229/gallery/previews/167x93_thumbnail%20pag%20produto-3.jpg,https://www.brabbu.com/resources//images/products/229/gallery/previews/167x93_thumbnail%20pag%20produto-3.jpg,https://www.brabbu.com/resources//images/products/229/gallery/previews/167x93_thumbnail%20pag%20produto-3.jpg,https://www.brabbu.com/resources//images/products/229/gallery/previews/167x93_thumbnail%20pag%20produto-3.jpg,https://www.brabbu.com/resources//images/products/229/gallery/previews/167x93_thumbnail%20pag%20produto-3.jpg,,,https://www.brabbu.com/product/upholstery/karoo/counter-stool/,20/04/2023,brabbu
KAROO II COUNTER STOOL,KAROO II COUNTER STOOL,upholstery,Bar & Counter Stools,"

A semi-desert area in South Africa was the perfect environment to be the inspiration behind KAROO Counter Stool. With a unique design, upholstered in velvet and a swivel base in brushed aged brass matte, this white velvet swivel counter stool is sure to impress, whether in a home bar or as a kitchen stool.

<br>",https://www.brabbu.com/resources/images/products/716/gallery/karoo-ii-counter-stool-7.jpg,https://www.brabbu.com/resources/images/products/716/gallery/karoo-ii-counter-stool-2.jpg,https://www.brabbu.com/resources/images/products/716/gallery/karoo-ii-counter-stool-3.jpg,https://www.brabbu.com/resources/images/products/716/gallery/karoo-ii-counter-stool-4.jpg,https://www.brabbu.com/resources/images/products/716/gallery/karoo-ii-counter-stool-5.jpg,https://www.brabbu.com/resources/images/products/716/gallery/karoo-ii-counter-stool-6.jpg,https://www.brabbu.com/resources/images/products/716/gallery/karoo-ii-counter-stool-7.jpg,https://www.brabbu.com/resources/images/products/716/gallery/karoo-ii-counter-stool-8.jpg,https://www.brabbu.com/resources/images/products/716/gallery/karoo-ii-counter-stool-9.jpg,https://www.brabbu.com/resources/images/products/716/gallery/karoo-ii-counter-stool-10.jpg,https://www.youtube.com/embed/tqGQzKTAKnI?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,https://www.brabbu.com/home/product/upholstery/karoo-ii/counter-stool,20/04/2023,brabbu
MALAY COUNTER STOOL,MALAY COUNTER STOOL,upholstery,Bar & Counter Stools,"
				<p></p><p></p>



The ethnicities of the mesmerising Malay Archipelago inspired the creation of the MALAY Leather Counter Stool, a twist on mid-century modern furniture. This tufted upholstered chair in synthetic leather and glossy black lacquered legs with aged brass details has a mystical soul that will fulfil any kitchen decor with energy from Nature.



<br><p></p>			",https://www.brabbu.com/resources/images/products/281/gallery/malay-counter-stool-1-HR.jpg,https://www.brabbu.com/resources//images/products/281/gallery/previews/malay-counter-stool-2-HR.jpg,,,,,,,,,,In Stock,https://www.brabbu.com/product/upholstery/malay/counter-stool/,20/04/2023,brabbu
N20 COUNTER STOOL,N20 COUNTER STOOL,upholstery,Bar & Counter Stools,"
				<p>



Symbol of knowledge and rebirth, Nº20 Counter Stool was raised through a long journey of 24 prototypes. This blue twill counter stool with legs in ash with walnut stain matte varnish features a nailhead trim that adds subtle sophistication. Full of strength and determination, the Nº20 Counter Stool is sure to impress.



<br></p>			",https://www.brabbu.com/resources/images/products/233/gallery/01.jpg,https://www.brabbu.com/resources//images/products/233/gallery/previews/n20-counter-stool-modern-design-3.jpg,https://www.brabbu.com/resources//images/products/233/gallery/previews/n20-counter-stool-modern-design-2.jpg,https://www.brabbu.com/resources//images/products/233/gallery/previews/n20-counter-stool-modern-design-2.jpg,https://www.brabbu.com/resources//images/products/233/gallery/previews/n20-counter-stool-modern-design-2.jpg,https://www.brabbu.com/resources//images/products/233/gallery/previews/n20-counter-stool-modern-design-2.jpg,https://www.brabbu.com/resources//images/products/233/gallery/previews/n20-counter-stool-modern-design-2.jpg,https://www.brabbu.com/resources//images/products/233/gallery/previews/n20-counter-stool-modern-design-2.jpg,https://www.brabbu.com/resources//images/products/233/gallery/previews/n20-counter-stool-modern-design-2.jpg,https://www.brabbu.com/resources//images/products/233/gallery/previews/n20-counter-stool-modern-design-2.jpg,,,https://www.brabbu.com/product/upholstery/n20/counter-stool/,20/04/2023,brabbu
NAJ COUNTER STOOL,NAJ COUNTER STOOL,upholstery,Bar & Counter Stools,"
				<p></p><p></p>





Guatemala was the stage of one of the most important discoveries in the twentieth century - the Naj Tunich. Inspired by it is NAJ Counter Stool, a contemporary velvet counter stool with nickeled nails and legs in ash with walnut stain matte varnish. This velvet counter stool is sure to make a statement.





<br><p></p>			",https://www.brabbu.com/resources/images/products/235/gallery/naj-counter-stool-contemporary-design-1.jpg,https://www.brabbu.com/resources//images/products/235/gallery/previews/naj-counter-stool-contemporary-design-2.jpg,https://www.brabbu.com/resources//images/products/235/gallery/previews/naj%20counter%20stool-1.jpg,https://www.brabbu.com/resources//images/products/235/gallery/previews/naj%20counter%20stool-1.jpg,https://www.brabbu.com/resources//images/products/235/gallery/previews/naj%20counter%20stool-1.jpg,https://www.brabbu.com/resources//images/products/235/gallery/previews/naj%20counter%20stool-1.jpg,https://www.brabbu.com/resources//images/products/235/gallery/previews/naj%20counter%20stool-1.jpg,https://www.brabbu.com/resources//images/products/235/gallery/previews/naj%20counter%20stool-1.jpg,https://www.brabbu.com/resources//images/products/235/gallery/previews/naj%20counter%20stool-1.jpg,https://www.brabbu.com/resources//images/products/235/gallery/previews/naj%20counter%20stool-1.jpg,,,https://www.brabbu.com/product/upholstery/naj/counter-stool/,20/04/2023,brabbu
NUKA COUNTER STOOL,NUKA COUNTER STOOL,upholstery,Bar & Counter Stools,,https://www.brabbu.com/resources/images/products/237/gallery/nuka-stool-5.jpg,https://www.brabbu.com/resources/images/products/237/gallery/nuka-counter-stool-4-azul.jpg,https://www.brabbu.com/resources/images/products/237/gallery/nuka-counter-stool-3-azul.jpg,https://www.brabbu.com/resources/images/products/237/gallery/nuka-counter-stool-6-azul.jpg,https://www.brabbu.com/resources/images/products/237/gallery/nuka-counter-stool-2-azul.jpg,https://www.brabbu.com/resources/images/products/237/gallery/nuka-counter-stool-7-azul.jpg,https://www.brabbu.com/resources/images/products/237/gallery/nuka-counter-stool-8-azul.jpg,https://www.brabbu.com/resources/images/products/237/gallery/nuka-stool-1.jpg,https://www.brabbu.com/resources/images/products/237/gallery/nuka-stool-2.jpg,https://www.brabbu.com/resources/images/products/237/gallery/nuka-stool-3.jpg,https://www.youtube.com/embed/rX5jCgtFLcY?showinfo=0,IN STOCK,https://www.brabbu.com/home/product/upholstery/nuka/counter-stool,20/04/2023,brabbu
PLUM COUNTER STOOL,PLUM COUNTER STOOL,upholstery,Bar & Counter Stools,"
				<p></p><p></p>



PLUM is a throwback to the past with a contemporary touch. With glossy black lacquered legs, this leather upholstered counter stool celebrates grandeur and opulence highlighted by the real leather that surrounds it. Place it in a home bar design and this bar stool with a backrest will instantly add a sophisticated feel.



<br><p></p>			",https://www.brabbu.com/resources/images/products/239/gallery/1_540x505.jpg,https://www.brabbu.com/resources//images/products/239/gallery/previews/2_167x93.jpg,https://www.brabbu.com/resources//images/products/239/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/239/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/239/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/239/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/239/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/239/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/239/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/239/gallery/previews/3_167x93.jpg,,In Stock,https://www.brabbu.com/product/upholstery/plum/counter-stool/,20/04/2023,brabbu
TELLUS COUNTER STOOL,TELLUS COUNTER STOOL,upholstery,Bar & Counter Stools,"
				<p>







Tellus was the goddess of the Earth in Roman Mythology, the ancestral mother of all life. Embodying the fierceness and power of this deity, the TELLUS Counter Stool came to life, upholstered in green velvet, with black lacquered matte legs and bronze renaissance nails. This moss green velvet counter stool is perfect for the modern kitchen or home bar, with its sleek and contemporary design possible of fitting any style.



 






 






<br></p>			",https://www.brabbu.com/resources/images/products/764/gallery/1_540x505.jpg,https://www.brabbu.com/resources//images/products/764/gallery/previews/2_167x93.jpg,https://www.brabbu.com/resources//images/products/764/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/764/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/764/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/764/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/764/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/764/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/764/gallery/previews/3_167x93.jpg,https://www.brabbu.com/resources//images/products/764/gallery/previews/3_167x93.jpg,,,https://www.brabbu.com/product/upholstery/tellus/counter-stool/,20/04/2023,brabbu
KELLY BAR CHAIR,KELLY BAR CHAIR,upholstery,Bar & Counter Stools,"Inspired by the sculpted arches from the bar in the classic movie Casablanca, it’s a timeless and unforgettable piece. Besides being stylish, the Kelly leather bar chair is made to be comfortable and stand the test of time. Designed by Essential Home",https://www.brabbu.com/resources/images/products/840/gallery/05.jpg,https://www.brabbu.com/resources/images/products/840/gallery/02.jpg,https://www.brabbu.com/resources/images/products/840/gallery/03.jpg,https://www.brabbu.com/resources/images/products/840/gallery/04.jpg,https://www.brabbu.com/resources/images/products/840/gallery/05.jpg,https://www.brabbu.com/resources/images/products/840/gallery/06.jpg,https://www.brabbu.com/resources/images/products/840/gallery/07.jpg,https://www.brabbu.com/resources/images/products/840/gallery/08.jpg,,,https://www.youtube.com/embed/gf_Tt02I2W4?showinfo=0,LEAD TIME: 4 TO 6 WEEKS,https://www.brabbu.com/home/product/upholstery/kelly/bar-chair,20/04/2023,brabbu
CAYO II DINING CHAIR,CAYO II DINING CHAIR,upholstery,Dining Chairs,"
				<p>









Inspired by the green scenery and impressive green sea of Cayo Island, CAYO Modern Swivel Dining Chair came to life. Upholstered in green velvet and a swivel base in brushed aged brass matte, this modern swivel dining chair will look good in any modern contemporary dining room.






<br></p>			",https://www.brabbu.com/resources/images/products/745/gallery/540x505_1.jpg,https://www.brabbu.com/resources//images/products/745/gallery/previews/167x93_2.jpg,https://www.brabbu.com/resources//images/products/745/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/745/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/745/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/745/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/745/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/745/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/745/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/745/gallery/previews/167x93_3.jpg,,,https://www.brabbu.com/product/upholstery/cayo-ii/dining-chair/,20/04/2023,brabbu
BEGONIA DINING CHAIR,BEGONIA DINING CHAIR,upholstery,Dining Chairs,"























Begonia is a beautiful flower from tropical countries. Inspired by its warm energies and the bold shape of its petals, our designers conceived BEGONIA Velvet Upholstered Dining Chair. Its charming curves and soft cotton velvet upholstery make this the perfect curved back dining chair, an elegant choice for any modern interior design.


























<br>",https://www.brabbu.com/resources/images/products/756/gallery/begonia-dining-chair-4.jpg,https://www.brabbu.com/resources/images/products/756/gallery/begonia-dining-chair-2.jpg,https://www.brabbu.com/resources/images/products/756/gallery/begonia-dining-chair-3.jpg,https://www.brabbu.com/resources/images/products/756/gallery/begonia-dining-chair-4.jpg,https://www.brabbu.com/resources/images/products/756/gallery/begonia-dining-chair-5.jpg,https://www.brabbu.com/resources/images/products/756/gallery/begonia-dining-chair-6.jpg,https://www.brabbu.com/resources/images/products/756/gallery/begonia-dining-chair-7.jpg,,,,https://www.youtube.com/embed/fkz6-yCbrmQ?showinfo=0,IN STOCK,https://www.brabbu.com/home/product/upholstery/begonia/dining-chair,20/04/2023,brabbu
BOURBON DINING CHAIR,BOURBON DINING CHAIR,upholstery,Dining Chairs,,https://www.brabbu.com/resources/images/products/159/gallery/bourbon-dining-chair-7.jpg,https://www.brabbu.com/resources/images/products/159/gallery/1_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/159/gallery/2-800x500_2_.jpg,https://www.brabbu.com/resources/images/products/159/gallery/3_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/159/gallery/4_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/159/gallery/5_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/159/gallery/7_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/159/gallery/8_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/159/gallery/9_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/159/gallery/10_800x500_2_.jpg,https://www.youtube.com/embed/fkz6-yCbrmQ?showinfo=0,IN STOCK,https://www.brabbu.com/home/product/upholstery/bourbon/dining-chair,20/04/2023,brabbu
BOURBON II DINING CHAIR,BOURBON II DINING CHAIR,upholstery,Dining Chairs,"
				<p>







The royalty, class and luxury of the French Dynasty Bourbon, represented by Louis XIV, inspired the BOURBON Velvet Swivel Dining Chair, which makes up any refined ambience. With a button-tufted design, this swivel dining chair is upholstered in velvet with a swivel base in brushed aged brass matte.





<br></p>			",https://www.brabbu.com/resources/images/products/744/gallery/540x505_1.jpg,https://www.brabbu.com/resources//images/products/744/gallery/previews/167x93_2.jpg,https://www.brabbu.com/resources//images/products/744/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/744/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/744/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/744/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/744/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/744/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/744/gallery/previews/167x93_3.jpg,https://www.brabbu.com/resources//images/products/744/gallery/previews/167x93_3.jpg,,,https://www.brabbu.com/product/upholstery/bourbon-ii/dining-chair/,20/04/2023,brabbu
CAYO DINING CHAIR,CAYO DINING CHAIR,upholstery,Dining Chairs,"



Inspired by Cayo Island's green scenery and impressive green sea, CAYO Dining Chair came to life. This modern dining chair is perfect for any dining room design, upholstered in green velvet and with legs in ash with walnut stain varnish. This modern velvet dining chair will be the center of attention in your modern contemporary dining room decor.



<br>",https://www.brabbu.com/resources/images/products/624/gallery/6_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/624/gallery/4_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/624/gallery/5r_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/624/gallery/6_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/624/gallery/7_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/624/gallery/1_800x500_2_.jpg,https://www.brabbu.com/resources/images/products/624/gallery/2_800x500_2_.jpg,,,,https://www.youtube.com/embed/fkz6-yCbrmQ?showinfo=0,IN STOCK,https://www.brabbu.com/home/product/upholstery/cayo/dining-chair,20/04/2023,brabbu
DALYAN DINING CHAIR,DALYAN DINING CHAIR,upholstery,Dining Chairs,,https://www.brabbu.com/resources/images/products/160/gallery/5_800x500.jpg,https://www.brabbu.com/resources/images/products/160/gallery/2_800x500.jpg,https://www.brabbu.com/resources/images/products/160/gallery/3_800x500.jpg,https://www.brabbu.com/resources/images/products/160/gallery/4_800x500.jpg,https://www.brabbu.com/resources/images/products/160/gallery/5_800x500.jpg,https://www.brabbu.com/resources/images/products/160/gallery/6_800x500.jpg,https://www.brabbu.com/resources/images/products/160/gallery/7_800x500.jpg,https://www.brabbu.com/resources/images/products/160/gallery/8_800x500.jpg,,,https://www.youtube.com/embed/Rfb4IirqvBw?showinfo=0,IN STOCK,https://www.brabbu.com/home/product/upholstery/dalyan/dining-chair,20/04/2023,brabbu
